Date,Time,Total Rainfall,Dry bulb,Wet bulb,Humidity,Wind speed,datetime,log_rainfall,hour,rain_category,rain_label,date,month,day,year,dayofweek,dayofyear,hour_sin,hour_cos,month_sin,month_cos,rainfall_lag_1,humidity_lag_1,drybulb_lag_1,rainfall_lag_2,humidity_lag_2,drybulb_lag_2,rainfall_lag_3,humidity_lag_3,drybulb_lag_3,rainfall_roll_3h,humidity_roll_3h,drybulb_roll_3h
3/24/2023,14:00,0.6,25.3,20.5,65.0,4,2023-03-24 14:00:00,0.4700036292457356,14,1,Light Rain,2023-03-24,3,24,2023,4,83,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.6,68.0,24.8,0.6,76.0,22.5,0.6,81.0,21.6,0.6,69.66666666666667,24.2
3/24/2023,15:00,0.6,25.5,20.5,64.0,4,2023-03-24 15:00:00,0.4700036292457356,15,1,Light Rain,2023-03-24,3,24,2023,4,83,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,0.6,65.0,25.3,0.6,68.0,24.8,0.6,76.0,22.5,0.6,65.66666666666667,25.2
3/24/2023,16:00,0.6,25.6,20.5,63.0,4,2023-03-24 16:00:00,0.4700036292457356,16,1,Light Rain,2023-03-24,3,24,2023,4,83,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,0.6,64.0,25.5,0.6,65.0,25.3,0.6,68.0,24.8,0.6,64.0,25.46666666666667
3/25/2023,8:00,0.0,19.4,18.6,93.0,0,2023-03-25 08:00:00,0.0,8,0,No Rain,2023-03-25,3,25,2023,5,84,0.0,1.0,0.8660254037844386,0.5000000000000001,0.6,63.0,25.6,0.6,64.0,25.5,0.6,65.0,25.3,0.3999999999999999,73.33333333333333,23.5
3/25/2023,9:00,0.0,21.2,19.6,86.0,0,2023-03-25 09:00:00,0.0,9,0,No Rain,2023-03-25,3,25,2023,5,84,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,0.0,93.0,19.4,0.6,63.0,25.6,0.6,64.0,25.5,0.19999999999999998,80.66666666666667,22.066666666666666
3/25/2023,10:00,0.0,22.4,20.0,80.0,0,2023-03-25 10:00:00,0.0,10,0,No Rain,2023-03-25,3,25,2023,5,84,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,0.0,86.0,21.2,0.0,93.0,19.4,0.6,63.0,25.6,0.0,86.33333333333333,21.0
3/25/2023,11:00,0.0,23.4,20.0,73.0,0,2023-03-25 11:00:00,0.0,11,0,No Rain,2023-03-25,3,25,2023,5,84,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,80.0,22.4,0.0,86.0,21.2,0.0,93.0,19.4,0.0,79.66666666666667,22.333333333333332
3/25/2023,12:00,0.0,23.0,20.0,76.0,4,2023-03-25 12:00:00,0.0,12,0,No Rain,2023-03-25,3,25,2023,5,84,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,0.0,73.0,23.4,0.0,80.0,22.4,0.0,86.0,21.2,0.0,76.33333333333333,22.933333333333334
3/25/2023,13:00,0.0,24.0,20.2,71.0,4,2023-03-25 13:00:00,0.0,13,0,No Rain,2023-03-25,3,25,2023,5,84,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,0.0,76.0,23.0,0.0,73.0,23.4,0.0,80.0,22.4,0.0,73.33333333333333,23.46666666666667
3/25/2023,14:00,0.0,24.8,20.4,67.0,4,2023-03-25 14:00:00,0.0,14,0,No Rain,2023-03-25,3,25,2023,5,84,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,71.0,24.0,0.0,76.0,23.0,0.0,73.0,23.4,0.0,71.33333333333333,23.933333333333334
3/25/2023,15:00,0.0,23.6,20.2,73.0,6,2023-03-25 15:00:00,0.0,15,0,No Rain,2023-03-25,3,25,2023,5,84,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,0.0,67.0,24.8,0.0,71.0,24.0,0.0,76.0,23.0,0.0,70.33333333333333,24.133333333333336
3/25/2023,16:00,0.0,24.4,20.5,76.0,6,2023-03-25 16:00:00,0.0,16,0,No Rain,2023-03-25,3,25,2023,5,84,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,0.0,73.0,23.6,0.0,67.0,24.8,0.0,71.0,24.0,0.0,72.0,24.266666666666666
3/26/2023,8:00,1.8,19.0,18.4,94.0,0,2023-03-26 08:00:00,1.029619417181158,8,2,Moderate Rain,2023-03-26,3,26,2023,6,85,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,76.0,24.4,0.0,73.0,23.6,0.0,67.0,24.8,0.6,81.0,22.333333333333332
3/26/2023,9:00,1.8,20.0,18.8,89.0,6,2023-03-26 09:00:00,1.029619417181158,9,2,Moderate Rain,2023-03-26,3,26,2023,6,85,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,1.8,94.0,19.0,0.0,76.0,24.4,0.0,73.0,23.6,1.2,86.33333333333333,21.133333333333333
3/26/2023,10:00,1.8,21.0,19.2,85.0,6,2023-03-26 10:00:00,1.029619417181158,10,2,Moderate Rain,2023-03-26,3,26,2023,6,85,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,1.8,89.0,20.0,1.8,94.0,19.0,0.0,76.0,24.4,1.8,89.33333333333333,20.0
3/26/2023,11:00,1.8,22.0,19.5,79.0,4,2023-03-26 11:00:00,1.029619417181158,11,2,Moderate Rain,2023-03-26,3,26,2023,6,85,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,1.8,85.0,21.0,1.8,89.0,20.0,1.8,94.0,19.0,1.8,84.33333333333333,21.0
3/26/2023,12:00,1.8,23.0,19.8,75.0,4,2023-03-26 12:00:00,1.029619417181158,12,2,Moderate Rain,2023-03-26,3,26,2023,6,85,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,1.8,79.0,22.0,1.8,85.0,21.0,1.8,89.0,20.0,1.8,79.66666666666667,22.0
3/26/2023,13:00,1.8,24.0,20.0,69.0,4,2023-03-26 13:00:00,1.029619417181158,13,2,Moderate Rain,2023-03-26,3,26,2023,6,85,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,1.8,75.0,23.0,1.8,79.0,22.0,1.8,85.0,21.0,1.8,74.33333333333333,23.0
3/26/2023,14:00,1.8,24.4,20.2,68.0,4,2023-03-26 14:00:00,1.029619417181158,14,2,Moderate Rain,2023-03-26,3,26,2023,6,85,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,1.8,69.0,24.0,1.8,75.0,23.0,1.8,79.0,22.0,1.8,70.66666666666667,23.8
3/26/2023,15:00,1.8,25.0,20.0,63.0,4,2023-03-26 15:00:00,1.029619417181158,15,2,Moderate Rain,2023-03-26,3,26,2023,6,85,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,1.8,68.0,24.4,1.8,69.0,24.0,1.8,75.0,23.0,1.8,66.66666666666667,24.46666666666667
3/26/2023,16:00,1.8,25.2,20.4,65.0,4,2023-03-26 16:00:00,1.029619417181158,16,2,Moderate Rain,2023-03-26,3,26,2023,6,85,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,1.8,63.0,25.0,1.8,68.0,24.4,1.8,69.0,24.0,1.8,65.33333333333333,24.866666666666664
3/27/2023,8:00,26.6,19.1,18.5,94.0,0,2023-03-27 08:00:00,3.317815772723105,8,3,Heavy Rain,2023-03-27,3,27,2023,0,86,0.0,1.0,0.8660254037844386,0.5000000000000001,1.8,65.0,25.2,1.8,63.0,25.0,1.8,68.0,24.4,10.066666666666668,74.0,23.099999999999998
3/27/2023,9:00,26.6,19.5,18.3,89.0,0,2023-03-27 09:00:00,3.317815772723105,9,3,Heavy Rain,2023-03-27,3,27,2023,0,86,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,26.6,94.0,19.1,1.8,65.0,25.2,1.8,63.0,25.0,18.333333333333332,82.66666666666667,21.266666666666666
3/27/2023,10:00,26.6,20.8,19.0,84.0,0,2023-03-27 10:00:00,3.317815772723105,10,3,Heavy Rain,2023-03-27,3,27,2023,0,86,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,26.6,89.0,19.5,26.6,94.0,19.1,1.8,65.0,25.2,26.6,89.0,19.8
3/27/2023,11:00,26.6,21.0,19.0,76.0,6,2023-03-27 11:00:00,3.317815772723105,11,3,Heavy Rain,2023-03-27,3,27,2023,0,86,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,26.6,84.0,20.8,26.6,89.0,19.5,26.6,94.0,19.1,26.6,83.0,20.433333333333334
3/27/2023,12:00,26.6,24.5,20.4,69.0,4,2023-03-27 12:00:00,3.317815772723105,12,3,Heavy Rain,2023-03-27,3,27,2023,0,86,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,26.6,76.0,21.0,26.6,84.0,20.8,26.6,89.0,19.5,26.6,76.33333333333333,22.099999999999998
3/27/2023,13:00,26.6,27.4,20.8,55.0,4,2023-03-27 13:00:00,3.317815772723105,13,3,Heavy Rain,2023-03-27,3,27,2023,0,86,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,26.6,69.0,24.5,26.6,76.0,21.0,26.6,84.0,20.8,26.6,66.66666666666667,24.3
3/27/2023,14:00,26.6,27.5,20.8,56.0,4,2023-03-27 14:00:00,3.317815772723105,14,3,Heavy Rain,2023-03-27,3,27,2023,0,86,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,26.6,55.0,27.4,26.6,69.0,24.5,26.6,76.0,21.0,26.6,60.0,26.46666666666667
3/27/2023,15:00,26.6,27.8,21.0,54.0,4,2023-03-27 15:00:00,3.317815772723105,15,3,Heavy Rain,2023-03-27,3,27,2023,0,86,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,26.6,56.0,27.5,26.6,55.0,27.4,26.6,69.0,24.5,26.6,55.0,27.566666666666666
3/27/2023,16:00,26.6,27.7,21.0,55.0,4,2023-03-27 16:00:00,3.317815772723105,16,3,Heavy Rain,2023-03-27,3,27,2023,0,86,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,26.6,54.0,27.8,26.6,56.0,27.5,26.6,55.0,27.4,26.6,55.0,27.666666666666668
3/28/2023,8:00,2.5,18.0,18.0,100.0,0,2023-03-28 08:00:00,1.252762968495368,8,2,Moderate Rain,2023-03-28,3,28,2023,1,87,0.0,1.0,0.8660254037844386,0.5000000000000001,26.6,55.0,27.7,26.6,54.0,27.8,26.6,56.0,27.5,18.566666666666666,69.66666666666667,24.5
3/28/2023,9:00,2.5,18.4,18.4,100.0,0,2023-03-28 09:00:00,1.252762968495368,9,2,Moderate Rain,2023-03-28,3,28,2023,1,87,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,2.5,100.0,18.0,26.6,55.0,27.7,26.6,54.0,27.8,10.533333333333333,85.0,21.366666666666664
3/28/2023,10:00,2.5,18.5,18.4,99.0,0,2023-03-28 10:00:00,1.252762968495368,10,2,Moderate Rain,2023-03-28,3,28,2023,1,87,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,2.5,100.0,18.4,2.5,100.0,18.0,26.6,55.0,27.7,2.5,99.66666666666667,18.3
3/28/2023,11:00,2.5,18.8,18.4,96.0,0,2023-03-28 11:00:00,1.252762968495368,11,2,Moderate Rain,2023-03-28,3,28,2023,1,87,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,2.5,99.0,18.5,2.5,100.0,18.4,2.5,100.0,18.0,2.5,98.33333333333333,18.566666666666666
3/28/2023,12:00,2.5,19.2,18.6,94.0,0,2023-03-28 12:00:00,1.252762968495368,12,2,Moderate Rain,2023-03-28,3,28,2023,1,87,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,2.5,96.0,18.8,2.5,99.0,18.5,2.5,100.0,18.4,2.5,96.33333333333333,18.833333333333332
3/28/2023,13:00,2.5,19.8,19.0,93.0,4,2023-03-28 13:00:00,1.252762968495368,13,2,Moderate Rain,2023-03-28,3,28,2023,1,87,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,2.5,94.0,19.2,2.5,96.0,18.8,2.5,99.0,18.5,2.5,94.33333333333333,19.266666666666666
3/28/2023,14:00,2.5,21.5,19.6,84.0,4,2023-03-28 14:00:00,1.252762968495368,14,2,Moderate Rain,2023-03-28,3,28,2023,1,87,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,2.5,93.0,19.8,2.5,94.0,19.2,2.5,96.0,18.8,2.5,90.33333333333333,20.166666666666668
3/28/2023,15:00,2.5,21.5,19.5,76.0,4,2023-03-28 15:00:00,1.252762968495368,15,2,Moderate Rain,2023-03-28,3,28,2023,1,87,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,2.5,84.0,21.5,2.5,93.0,19.8,2.5,94.0,19.2,2.5,84.33333333333333,20.933333333333334
3/28/2023,16:00,2.5,23.0,19.8,74.0,4,2023-03-28 16:00:00,1.252762968495368,16,2,Moderate Rain,2023-03-28,3,28,2023,1,87,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,2.5,76.0,21.5,2.5,84.0,21.5,2.5,93.0,19.8,2.5,78.0,22.0
3/29/2023,8:00,0.0,19.5,18.5,91.0,0,2023-03-29 08:00:00,0.0,8,0,No Rain,2023-03-29,3,29,2023,2,88,0.0,1.0,0.8660254037844386,0.5000000000000001,2.5,74.0,23.0,2.5,76.0,21.5,2.5,84.0,21.5,1.6666666666666667,80.33333333333333,21.333333333333332
3/29/2023,9:00,0.0,19.5,18.5,91.0,0,2023-03-29 09:00:00,0.0,9,0,No Rain,2023-03-29,3,29,2023,2,88,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,0.0,91.0,19.5,2.5,74.0,23.0,2.5,76.0,21.5,0.8333333333333334,85.33333333333333,20.666666666666668
3/29/2023,10:00,0.0,21.2,19.2,83.0,0,2023-03-29 10:00:00,0.0,10,0,No Rain,2023-03-29,3,29,2023,2,88,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,0.0,91.0,19.5,0.0,91.0,19.5,2.5,74.0,23.0,0.0,88.33333333333333,20.066666666666666
3/29/2023,11:00,0.0,22.4,19.4,76.0,0,2023-03-29 11:00:00,0.0,11,0,No Rain,2023-03-29,3,29,2023,2,88,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.0,83.0,21.2,0.0,91.0,19.5,0.0,91.0,19.5,0.0,83.33333333333333,21.033333333333335
3/29/2023,12:00,0.0,24.0,20.0,69.0,4,2023-03-29 12:00:00,0.0,12,0,No Rain,2023-03-29,3,29,2023,2,88,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,0.0,76.0,22.4,0.0,83.0,21.2,0.0,91.0,19.5,0.0,76.0,22.53333333333333
3/29/2023,13:00,0.0,24.5,20.0,66.0,4,2023-03-29 13:00:00,0.0,13,0,No Rain,2023-03-29,3,29,2023,2,88,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,0.0,69.0,24.0,0.0,76.0,22.4,0.0,83.0,21.2,0.0,70.33333333333333,23.633333333333336
3/29/2023,14:00,0.0,25.0,20.2,65.0,4,2023-03-29 14:00:00,0.0,14,0,No Rain,2023-03-29,3,29,2023,2,88,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.0,66.0,24.5,0.0,69.0,24.0,0.0,76.0,22.4,0.0,66.66666666666667,24.5
3/29/2023,15:00,0.0,25.4,20.2,62.0,4,2023-03-29 15:00:00,0.0,15,0,No Rain,2023-03-29,3,29,2023,2,88,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,0.0,65.0,25.0,0.0,66.0,24.5,0.0,69.0,24.0,0.0,64.33333333333333,24.96666666666667
3/29/2023,16:00,0.0,25.0,20.2,65.0,4,2023-03-29 16:00:00,0.0,16,0,No Rain,2023-03-29,3,29,2023,2,88,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,0.0,62.0,25.4,0.0,65.0,25.0,0.0,66.0,24.5,0.0,64.0,25.133333333333336
3/30/2023,8:00,30.9,20.0,19.0,91.0,0,2023-03-30 08:00:00,3.462606009790799,8,3,Heavy Rain,2023-03-30,3,30,2023,3,89,0.0,1.0,0.8660254037844386,0.5000000000000001,0.0,65.0,25.0,0.0,62.0,25.4,0.0,65.0,25.0,10.299999999999999,72.66666666666667,23.46666666666667
3/30/2023,9:00,30.9,21.5,20.5,91.0,2,2023-03-30 09:00:00,3.462606009790799,9,3,Heavy Rain,2023-03-30,3,30,2023,3,89,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,30.9,91.0,20.0,0.0,65.0,25.0,0.0,62.0,25.4,20.599999999999998,82.33333333333333,22.166666666666668
3/30/2023,10:00,30.9,21.8,20.5,89.0,0,2023-03-30 10:00:00,3.462606009790799,10,3,Heavy Rain,2023-03-30,3,30,2023,3,89,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,30.9,91.0,21.5,30.9,91.0,20.0,0.0,65.0,25.0,30.9,90.33333333333333,21.099999999999998
3/30/2023,11:00,30.9,24.0,21.3,79.0,2,2023-03-30 11:00:00,3.462606009790799,11,3,Heavy Rain,2023-03-30,3,30,2023,3,89,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,30.9,89.0,21.8,30.9,91.0,21.5,30.9,91.0,20.0,30.9,86.33333333333333,22.433333333333334
3/30/2023,12:00,30.9,25.3,21.4,71.0,4,2023-03-30 12:00:00,3.462606009790799,12,3,Heavy Rain,2023-03-30,3,30,2023,3,89,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,30.9,79.0,24.0,30.9,89.0,21.8,30.9,91.0,21.5,30.9,79.66666666666667,23.7
3/30/2023,13:00,30.9,23.3,20.0,74.0,0,2023-03-30 13:00:00,3.462606009790799,13,3,Heavy Rain,2023-03-30,3,30,2023,3,89,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,30.9,71.0,25.3,30.9,79.0,24.0,30.9,89.0,21.8,30.9,74.66666666666667,24.200000000000003
3/30/2023,14:00,30.9,23.0,20.0,76.0,0,2023-03-30 14:00:00,3.462606009790799,14,3,Heavy Rain,2023-03-30,3,30,2023,3,89,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,30.9,74.0,23.3,30.9,71.0,25.3,30.9,79.0,24.0,30.9,73.66666666666667,23.86666666666667
3/30/2023,15:00,30.9,23.1,20.0,75.0,0,2023-03-30 15:00:00,3.462606009790799,15,3,Heavy Rain,2023-03-30,3,30,2023,3,89,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,30.9,76.0,23.0,30.9,74.0,23.3,30.9,71.0,25.3,30.9,75.0,23.133333333333336
3/30/2023,16:00,30.9,23.4,20.0,73.0,0,2023-03-30 16:00:00,3.462606009790799,16,3,Heavy Rain,2023-03-30,3,30,2023,3,89,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,30.9,75.0,23.1,30.9,76.0,23.0,30.9,74.0,23.3,30.9,74.66666666666667,23.166666666666668
3/31/2023,8:00,0.3,17.5,17.5,100.0,0,2023-03-31 08:00:00,0.262364264467491,8,1,Light Rain,2023-03-31,3,31,2023,4,90,0.0,1.0,0.8660254037844386,0.5000000000000001,30.9,73.0,23.4,30.9,75.0,23.1,30.9,76.0,23.0,20.7,82.66666666666667,21.333333333333332
3/31/2023,9:00,0.3,17.5,17.5,100.0,0,2023-03-31 09:00:00,0.262364264467491,9,1,Light Rain,2023-03-31,3,31,2023,4,90,0.6427876096865393,0.766044443118978,0.8660254037844386,0.5000000000000001,0.3,100.0,17.5,30.9,73.0,23.4,30.9,75.0,23.1,10.5,91.0,19.466666666666665
3/31/2023,10:00,0.3,18.6,18.0,94.0,0,2023-03-31 10:00:00,0.262364264467491,10,1,Light Rain,2023-03-31,3,31,2023,4,90,0.984807753012208,0.17364817766693041,0.8660254037844386,0.5000000000000001,0.3,100.0,17.5,0.3,100.0,17.5,30.9,73.0,23.4,0.3,98.0,17.86666666666667
3/31/2023,11:00,0.3,19.6,18.4,91.0,4,2023-03-31 11:00:00,0.262364264467491,11,1,Light Rain,2023-03-31,3,31,2023,4,90,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0.3,94.0,18.6,0.3,100.0,17.5,0.3,100.0,17.5,0.3,95.0,18.566666666666666
3/31/2023,12:00,0.3,22.0,19.5,79.0,4,2023-03-31 12:00:00,0.262364264467491,12,1,Light Rain,2023-03-31,3,31,2023,4,90,0.3420201433256689,-0.9396926207859083,0.8660254037844386,0.5000000000000001,0.3,91.0,19.6,0.3,94.0,18.6,0.3,100.0,17.5,0.3,88.0,20.066666666666666
3/31/2023,13:00,0.3,24.0,20.0,69.0,4,2023-03-31 13:00:00,0.262364264467491,13,1,Light Rain,2023-03-31,3,31,2023,4,90,-0.34202014332566866,-0.9396926207859084,0.8660254037844386,0.5000000000000001,0.3,79.0,22.0,0.3,91.0,19.6,0.3,94.0,18.6,0.3,79.66666666666667,21.866666666666664
3/31/2023,14:00,0.3,25.0,20.2,64.0,4,2023-03-31 14:00:00,0.262364264467491,14,1,Light Rain,2023-03-31,3,31,2023,4,90,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,0.3,69.0,24.0,0.3,79.0,22.0,0.3,91.0,19.6,0.3,70.66666666666667,23.666666666666668
3/31/2023,15:00,0.3,26.0,20.4,60.0,4,2023-03-31 15:00:00,0.262364264467491,15,1,Light Rain,2023-03-31,3,31,2023,4,90,-0.9848077530122081,0.17364817766692997,0.8660254037844386,0.5000000000000001,0.3,64.0,25.0,0.3,69.0,24.0,0.3,79.0,22.0,0.3,64.33333333333333,25.0
3/31/2023,16:00,0.3,25.8,20.4,61.0,4,2023-03-31 16:00:00,0.262364264467491,16,1,Light Rain,2023-03-31,3,31,2023,4,90,-0.6427876096865396,0.7660444431189778,0.8660254037844386,0.5000000000000001,0.3,60.0,26.0,0.3,64.0,25.0,0.3,69.0,24.0,0.3,61.666666666666664,25.600000000000005
4/1/2023,8:00,0.0,18.5,18.2,97.0,0,2023-04-01 08:00:00,0.0,8,0,No Rain,2023-04-01,4,1,2023,5,91,0.0,1.0,1.0,6.123233995736766e-17,0.3,61.0,25.8,0.3,60.0,26.0,0.3,64.0,25.0,0.19999999999999996,72.66666666666667,23.433333333333337
4/1/2023,9:00,0.0,19.4,18.4,91.0,2,2023-04-01 09:00:00,0.0,9,0,No Rain,2023-04-01,4,1,2023,5,91,0.6427876096865393,0.766044443118978,1.0,6.123233995736766e-17,0.0,97.0,18.5,0.3,61.0,25.8,0.3,60.0,26.0,0.09999999999999999,83.0,21.233333333333334
4/1/2023,10:00,0.0,20.4,19.0,88.0,4,2023-04-01 10:00:00,0.0,10,0,No Rain,2023-04-01,4,1,2023,5,91,0.984807753012208,0.17364817766693041,1.0,6.123233995736766e-17,0.0,91.0,19.4,0.0,97.0,18.5,0.3,61.0,25.8,0.0,92.0,19.433333333333334
4/1/2023,11:00,0.0,21.2,19.0,81.0,4,2023-04-01 11:00:00,0.0,11,0,No Rain,2023-04-01,4,1,2023,5,91,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,88.0,20.4,0.0,91.0,19.4,0.0,97.0,18.5,0.0,86.66666666666667,20.333333333333332
4/1/2023,12:00,0.0,22.0,19.0,76.0,4,2023-04-01 12:00:00,0.0,12,0,No Rain,2023-04-01,4,1,2023,5,91,0.3420201433256689,-0.9396926207859083,1.0,6.123233995736766e-17,0.0,81.0,21.2,0.0,88.0,20.4,0.0,91.0,19.4,0.0,81.66666666666667,21.2
4/1/2023,13:00,0.0,23.0,19.4,72.0,6,2023-04-01 13:00:00,0.0,13,0,No Rain,2023-04-01,4,1,2023,5,91,-0.34202014332566866,-0.9396926207859084,1.0,6.123233995736766e-17,0.0,76.0,22.0,0.0,81.0,21.2,0.0,88.0,20.4,0.0,76.33333333333333,22.066666666666666
4/1/2023,14:00,0.0,23.5,19.6,70.0,6,2023-04-01 14:00:00,0.0,14,0,No Rain,2023-04-01,4,1,2023,5,91,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,72.0,23.0,0.0,76.0,22.0,0.0,81.0,21.2,0.0,72.66666666666667,22.833333333333332
4/1/2023,15:00,0.0,24.5,20.0,66.0,4,2023-04-01 15:00:00,0.0,15,0,No Rain,2023-04-01,4,1,2023,5,91,-0.9848077530122081,0.17364817766692997,1.0,6.123233995736766e-17,0.0,70.0,23.5,0.0,72.0,23.0,0.0,76.0,22.0,0.0,69.33333333333333,23.666666666666668
4/1/2023,16:00,0.0,25.2,20.2,63.0,4,2023-04-01 16:00:00,0.0,16,0,No Rain,2023-04-01,4,1,2023,5,91,-0.6427876096865396,0.7660444431189778,1.0,6.123233995736766e-17,0.0,66.0,24.5,0.0,70.0,23.5,0.0,72.0,23.0,0.0,66.33333333333333,24.399999999999995
4/2/2023,8:00,0.0,20.2,19.5,93.0,0,2023-04-02 08:00:00,0.0,8,0,No Rain,2023-04-02,4,2,2023,6,92,0.0,1.0,1.0,6.123233995736766e-17,0.0,63.0,25.2,0.0,66.0,24.5,0.0,70.0,23.5,0.0,74.0,23.299999999999997
4/2/2023,9:00,0.0,22.6,20.5,83.0,2,2023-04-02 09:00:00,0.0,9,0,No Rain,2023-04-02,4,2,2023,6,92,0.6427876096865393,0.766044443118978,1.0,6.123233995736766e-17,0.0,93.0,20.2,0.0,63.0,25.2,0.0,66.0,24.5,0.0,79.66666666666667,22.666666666666668
4/2/2023,10:00,0.0,24.8,20.5,68.0,2,2023-04-02 10:00:00,0.0,10,0,No Rain,2023-04-02,4,2,2023,6,92,0.984807753012208,0.17364817766693041,1.0,6.123233995736766e-17,0.0,83.0,22.6,0.0,93.0,20.2,0.0,63.0,25.2,0.0,81.33333333333333,22.53333333333333
4/2/2023,11:00,0.0,25.8,20.2,60.0,2,2023-04-02 11:00:00,0.0,11,0,No Rain,2023-04-02,4,2,2023,6,92,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.0,68.0,24.8,0.0,83.0,22.6,0.0,93.0,20.2,0.0,70.33333333333333,24.400000000000002
4/2/2023,12:00,0.0,26.8,20.0,53.0,4,2023-04-02 12:00:00,0.0,12,0,No Rain,2023-04-02,4,2,2023,6,92,0.3420201433256689,-0.9396926207859083,1.0,6.123233995736766e-17,0.0,60.0,25.8,0.0,68.0,24.8,0.0,83.0,22.6,0.0,60.333333333333336,25.8
4/2/2023,13:00,0.0,26.7,20.8,58.0,4,2023-04-02 13:00:00,0.0,13,0,No Rain,2023-04-02,4,2,2023,6,92,-0.34202014332566866,-0.9396926207859084,1.0,6.123233995736766e-17,0.0,53.0,26.8,0.0,60.0,25.8,0.0,68.0,24.8,0.0,57.0,26.433333333333334
4/2/2023,14:00,0.0,26.6,21.0,61.0,4,2023-04-02 14:00:00,0.0,14,0,No Rain,2023-04-02,4,2,2023,6,92,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.0,58.0,26.7,0.0,53.0,26.8,0.0,60.0,25.8,0.0,57.333333333333336,26.700000000000003
